student_id,program,gpa,course_id,course_name,course_level,course_difficulty,attempts,attendance,credit_load,grade,pass_fail
STU-0485,Electrical Engineering,2.427,EE401,Renewable Energy,200,7.45,1,69.0,3,D,1
STU-0175,Geological Engineering,2.822,GL201,Structural Geology,200,7.46,1,74.1,3,F,0
STU-0079,Mining Engineering,2.277,MN201,Introduction to Mining,300,5.93,1,63.4,2,A,1
STU-0392,Electrical Engineering,2.579,EE401,Renewable Energy,300,6.51,1,71.3,3,A,1
STU-0186,Mining Engineering,2.698,MN301,Rock Mechanics,300,7.42,1,73.7,3,B,1
STU-0579,Electrical Engineering,2.959,EE301,Power Systems I,200,7.42,1,93.9,3,A,1
STU-0083,Mechanical Engineering,2.665,ME401,Finite Element Methods,200,7.73,1,98.1,3,D,1
STU-0323,Mechanical Engineering,2.506,ME201,Thermodynamics I,200,6.3,1,90.3,3,A,1
STU-0086,Mining Engineering,3.171,MN401,Mine Planning,200,8.03,1,100.0,3,B,1
STU-0537,Mining Engineering,2.661,MN201,Introduction to Mining,300,6.44,1,63.5,2,A,1
STU-0352,Mining Engineering,2.433,MN201,Introduction to Mining,400,5.83,1,83.1,2,A,1
STU-0424,Mechanical Engineering,2.907,EE401,Renewable Energy,400,7.28,1,79.7,3,D,1
STU-0033,Geological Engineering,1.5,GL401,Engineering Geology,300,7.07,1,94.7,3,D,1
STU-0204,Geological Engineering,2.212,GL301,Hydrogeology,300,7.25,1,95.2,3,D,1
STU-0422,Electrical Engineering,3.105,EE301,Power Systems I,200,7.57,1,72.7,3,D,1
STU-0401,Mining Engineering,2.282,MN401,Mine Planning,200,7.43,1,98.2,3,C,1
STU-0205,Electrical Engineering,3.075,EE201,Circuit Theory II,200,7.21,1,76.1,3,B,1
STU-0525,Geological Engineering,1.825,MN401,Mine Planning,300,7.73,1,92.7,3,F,0
STU-0359,Electrical Engineering,2.234,EE201,Circuit Theory II,200,6.92,1,76.0,3,F,0
STU-0527,Mining Engineering,2.449,MN201,Introduction to Mining,400,6.14,2,91.3,2,D,1
STU-0371,Mining Engineering,3.327,MN201,Introduction to Mining,400,5.74,2,73.6,2,D,1
STU-0154,Mining Engineering,2.948,MN401,Mine Planning,400,8.29,1,74.4,3,F,0
STU-0580,Electrical Engineering,2.884,EE401,Renewable Energy,400,6.92,1,94.6,3,A,1
STU-0378,Mechanical Engineering,2.438,ME301,Machine Design,200,7.77,1,78.4,3,D,1
STU-0281,Geological Engineering,2.528,GL401,Engineering Geology,300,6.65,2,91.9,3,F,0
STU-0107,Mining Engineering,3.025,MN401,Mine Planning,300,7.7,3,100.0,3,C,1
STU-0113,Electrical Engineering,2.66,EE401,Renewable Energy,300,7.16,1,72.2,3,F,0
STU-0542,Geological Engineering,2.911,GL301,Hydrogeology,300,6.9,1,54.9,3,B,1
STU-0283,Geological Engineering,3.238,GL301,Hydrogeology,400,7.35,1,82.3,3,F,0
STU-0537,Mechanical Engineering,3.069,ME301,Machine Design,300,7.73,1,67.4,3,B,1
STU-0469,Mining Engineering,2.285,MN301,Rock Mechanics,300,6.98,1,69.2,3,F,0
STU-0571,Electrical Engineering,3.171,EE301,Power Systems I,300,7.75,3,81.0,3,F,0
STU-0572,Mechanical Engineering,2.827,ME201,Thermodynamics I,200,6.54,1,57.2,3,D,1
STU-0235,Mechanical Engineering,3.121,ME401,Finite Element Methods,300,7.32,1,77.3,3,B,1
STU-0440,Mining Engineering,2.708,MN301,Rock Mechanics,200,7.3,1,75.2,3,D,1
STU-0095,Electrical Engineering,2.03,EE301,Power Systems I,200,6.88,1,98.0,3,F,0
STU-0199,Electrical Engineering,2.595,EE401,Renewable Energy,400,6.3,1,85.5,3,A,1
STU-0454,Mechanical Engineering,2.574,ME301,Machine Design,400,7.77,1,76.5,3,D,1
STU-0481,Mechanical Engineering,3.067,ME201,Thermodynamics I,200,6.75,1,73.0,3,A,1
STU-0185,Electrical Engineering,2.447,EE301,Power Systems I,200,7.13,1,87.4,3,F,0
STU-0136,Geological Engineering,3.123,GL401,Engineering Geology,200,7.57,1,74.8,3,A,1
STU-0181,Mechanical Engineering,2.223,MN301,Rock Mechanics,400,7.01,1,85.5,3,D,1
STU-0076,Mining Engineering,2.308,MN301,Rock Mechanics,300,6.83,1,87.6,3,C,1
STU-0061,Geological Engineering,2.829,GL301,Hydrogeology,200,6.72,1,61.2,3,B,1
STU-0394,Electrical Engineering,2.618,EE201,Circuit Theory II,200,7.01,1,84.7,3,A,1
STU-0150,Electrical Engineering,3.132,EE301,Power Systems I,200,7.6,1,76.2,3,A,1
STU-0575,Mining Engineering,2.718,MN401,Mine Planning,300,6.68,1,86.8,3,B,1
STU-0081,Mining Engineering,2.966,MN301,Rock Mechanics,200,7.41,1,81.9,3,A,1
STU-0311,Mining Engineering,2.886,MN201,Introduction to Mining,300,6.48,1,98.5,2,A,1
STU-0125,Electrical Engineering,3.031,EE301,Power Systems I,300,8.05,1,88.7,3,A,1
STU-0336,Mechanical Engineering,2.759,ME301,Machine Design,200,7.33,3,87.5,3,F,0
STU-0061,Mechanical Engineering,2.259,ME301,Machine Design,400,7.65,1,92.9,3,D,1
STU-0370,Mining Engineering,2.307,MN401,Mine Planning,200,7.27,1,100.0,3,B,1
STU-0021,Electrical Engineering,3.304,EE201,Circuit Theory II,400,7.45,1,78.4,3,A,1
STU-0080,Electrical Engineering,2.942,EE401,Renewable Energy,200,6.68,1,83.6,3,B,1
STU-0401,Geological Engineering,3.249,GL301,Hydrogeology,300,7.52,1,85.6,3,A,1
STU-0407,Mechanical Engineering,2.917,ME201,Thermodynamics I,300,7.52,1,78.4,3,B,1
STU-0313,Mining Engineering,3.251,MN401,Mine Planning,200,8.21,1,71.5,3,A,1
STU-0595,Geological Engineering,2.592,GL401,Engineering Geology,300,7.6,1,88.5,3,F,0
STU-0096,Geological Engineering,2.19,GL201,Structural Geology,400,5.98,1,77.6,3,C,1
STU-0466,Mechanical Engineering,2.034,ME201,Thermodynamics I,400,6.9,1,88.2,3,C,1
STU-0298,Mining Engineering,2.46,MN401,Mine Planning,200,7.35,1,92.8,3,C,1
STU-0109,Mechanical Engineering,3.174,ME301,Machine Design,300,7.1,1,67.8,3,A,1
STU-0107,Geological Engineering,2.856,GL401,Engineering Geology,300,7.38,1,70.4,3,F,0
STU-0289,Electrical Engineering,2.33,EE401,Renewable Energy,300,6.76,1,77.1,3,F,0
STU-0106,Electrical Engineering,3.277,EE301,Power Systems I,300,7.53,1,100.0,3,A,1
STU-0207,Electrical Engineering,3.613,ME201,Thermodynamics I,300,7.24,1,100.0,3,A,1
STU-0157,Mechanical Engineering,3.055,ME201,Thermodynamics I,200,6.72,1,75.7,3,F,0
STU-0320,Geological Engineering,2.474,GL201,Structural Geology,400,7.34,1,100.0,3,F,0
STU-0533,Mechanical Engineering,2.309,ME301,Machine Design,300,7.09,1,72.6,3,C,1
STU-0179,Mechanical Engineering,2.837,ME401,Finite Element Methods,300,7.64,1,63.4,3,B,1
STU-0306,Geological Engineering,2.504,GL301,Hydrogeology,300,6.8,1,83.2,3,F,0
STU-0023,Mechanical Engineering,2.714,ME401,Finite Element Methods,400,8.23,2,84.4,3,F,0
STU-0371,Mechanical Engineering,2.099,ME401,Finite Element Methods,300,8.34,1,96.7,3,F,0
STU-0079,Electrical Engineering,2.568,EE401,Renewable Energy,200,6.3,2,97.5,3,F,0
STU-0374,Electrical Engineering,3.577,EE301,Power Systems I,200,7.61,1,95.2,3,B,1
STU-0031,Electrical Engineering,2.634,EE301,Power Systems I,200,7.16,1,67.5,3,B,1
STU-0037,Electrical Engineering,2.778,EE301,Power Systems I,200,7.57,1,100.0,3,D,1
STU-0151,Mechanical Engineering,2.394,ME301,Machine Design,300,7.37,1,100.0,3,B,1
STU-0229,Mining Engineering,2.279,MN401,Mine Planning,400,7.69,1,100.0,3,F,0
STU-0205,Electrical Engineering,2.729,EE201,Circuit Theory II,300,6.85,1,92.4,3,A,1
STU-0007,Electrical Engineering,2.764,EE201,Circuit Theory II,300,7.32,1,82.2,3,B,1
STU-0291,Geological Engineering,3.188,ME201,Thermodynamics I,300,7.2,1,76.7,3,A,1
STU-0438,Geological Engineering,2.077,GL401,Engineering Geology,200,6.6,1,92.7,3,F,0
STU-0081,Electrical Engineering,2.732,EE301,Power Systems I,200,7.4,1,56.4,3,B,1
STU-0339,Geological Engineering,2.422,GL401,Engineering Geology,400,7.24,3,87.4,3,F,0
STU-0051,Electrical Engineering,2.397,EE401,Renewable Energy,200,7.12,1,79.4,3,C,1
STU-0247,Mining Engineering,3.233,MN301,Rock Mechanics,300,7.29,1,79.2,3,A,1
STU-0244,Mining Engineering,1.79,MN301,Rock Mechanics,200,7.37,1,96.0,3,D,1
STU-0289,Mining Engineering,2.634,MN201,Introduction to Mining,300,5.76,1,72.9,2,B,1
STU-0169,Geological Engineering,2.839,GL301,Hydrogeology,400,7.24,1,70.0,3,F,0
STU-0579,Mechanical Engineering,2.558,ME201,Thermodynamics I,200,6.77,1,95.1,3,B,1
STU-0581,Mining Engineering,1.609,MN301,Rock Mechanics,400,7.82,1,86.0,3,F,0
STU-0576,Mechanical Engineering,1.793,ME201,Thermodynamics I,400,6.91,1,87.4,3,F,0
STU-0049,Electrical Engineering,3.415,EE301,Power Systems I,300,7.51,1,75.0,3,A,1
STU-0543,Electrical Engineering,3.573,EE201,Circuit Theory II,300,6.93,1,100.0,3,A,1
STU-0242,Mining Engineering,2.742,MN401,Mine Planning,200,7.79,1,78.6,3,D,1
STU-0142,Electrical Engineering,2.681,EE401,Renewable Energy,300,7.24,1,94.6,3,B,1
STU-0295,Mining Engineering,3.835,MN301,Rock Mechanics,300,7.62,3,86.8,3,A,1
STU-0437,Geological Engineering,3.139,GL301,Hydrogeology,200,6.83,1,100.0,3,A,1
STU-0387,Geological Engineering,2.363,GL201,Structural Geology,200,6.63,1,87.3,3,F,0
STU-0457,Electrical Engineering,2.658,EE301,Power Systems I,400,8.16,1,57.6,3,C,1
STU-0323,Mechanical Engineering,2.405,ME201,Thermodynamics I,300,6.78,1,71.5,3,C,1
STU-0437,Geological Engineering,2.681,GL301,Hydrogeology,300,7.22,1,78.8,3,B,1
STU-0567,Electrical Engineering,2.593,EE401,Renewable Energy,200,6.89,1,95.9,3,F,0
STU-0191,Mining Engineering,2.497,MN301,Rock Mechanics,300,7.06,1,78.1,3,C,1
STU-0078,Electrical Engineering,2.594,EE301,Power Systems I,300,7.77,1,87.5,3,C,1
STU-0340,Geological Engineering,3.145,GL301,Hydrogeology,300,7.14,1,92.6,3,A,1
STU-0506,Geological Engineering,2.771,GL301,Hydrogeology,300,7.37,2,70.2,3,B,1
STU-0416,Geological Engineering,3.768,GL201,Structural Geology,200,6.51,1,100.0,3,A,1
STU-0463,Geological Engineering,2.839,GL401,Engineering Geology,200,6.98,1,100.0,3,A,1
STU-0146,Geological Engineering,3.304,GL401,Engineering Geology,400,7.11,1,85.0,3,A,1
STU-0120,Mechanical Engineering,2.751,ME301,Machine Design,200,7.33,1,87.8,3,A,1
STU-0066,Electrical Engineering,2.509,EE201,Circuit Theory II,300,7.24,1,97.1,3,B,1
STU-0089,Mechanical Engineering,2.567,GL301,Hydrogeology,400,7.04,2,67.6,3,F,0
STU-0322,Mechanical Engineering,2.811,ME201,Thermodynamics I,400,7.14,3,79.4,3,F,0
STU-0598,Electrical Engineering,3.704,EE401,Renewable Energy,300,7.09,1,78.9,3,A,1
STU-0595,Geological Engineering,3.466,GL301,Hydrogeology,200,6.37,1,76.9,3,A,1
STU-0047,Electrical Engineering,2.031,EE401,Renewable Energy,200,7.15,2,68.7,3,D,1
STU-0280,Mining Engineering,3.952,MN301,Rock Mechanics,300,7.13,1,64.5,3,A,1
STU-0006,Mechanical Engineering,2.795,ME401,Finite Element Methods,200,7.51,1,96.2,3,A,1
STU-0316,Mechanical Engineering,2.651,ME201,Thermodynamics I,300,6.22,1,80.1,3,F,0
STU-0098,Mining Engineering,2.769,MN301,Rock Mechanics,400,7.28,2,76.1,3,F,0
STU-0183,Electrical Engineering,2.718,EE301,Power Systems I,200,7.29,1,82.6,3,B,1
STU-0464,Geological Engineering,2.181,GL201,Structural Geology,400,6.85,1,95.4,3,B,1
STU-0302,Mining Engineering,2.645,ME201,Thermodynamics I,200,6.84,1,77.3,3,D,1
STU-0207,Mechanical Engineering,2.657,ME401,Finite Element Methods,400,7.44,1,77.0,3,C,1
STU-0449,Mechanical Engineering,2.656,ME401,Finite Element Methods,200,7.83,1,94.7,3,B,1
STU-0185,Electrical Engineering,2.413,EE301,Power Systems I,200,7.6,1,79.8,3,D,1
STU-0433,Electrical Engineering,2.203,EE301,Power Systems I,200,7.59,1,70.8,3,F,0
STU-0152,Mining Engineering,3.007,MN201,Introduction to Mining,300,6.25,1,85.3,2,A,1
STU-0328,Electrical Engineering,2.748,EE201,Circuit Theory II,300,7.01,1,96.3,3,A,1
STU-0440,Geological Engineering,2.381,GL301,Hydrogeology,200,7.07,1,81.5,3,B,1
STU-0342,Mining Engineering,2.692,MN201,Introduction to Mining,200,5.98,1,100.0,2,A,1
STU-0500,Mechanical Engineering,2.833,ME201,Thermodynamics I,200,6.61,1,77.8,3,B,1
STU-0347,Mechanical Engineering,2.224,ME301,Machine Design,400,7.06,3,100.0,3,F,0
STU-0236,Mechanical Engineering,3.798,ME401,Finite Element Methods,300,7.92,1,74.9,3,A,1
STU-0423,Mechanical Engineering,2.911,ME201,Thermodynamics I,300,6.57,1,87.8,3,A,1
STU-0226,Mechanical Engineering,2.764,ME201,Thermodynamics I,300,6.45,2,88.1,3,B,1
STU-0345,Mining Engineering,2.495,MN201,Introduction to Mining,200,6.0,1,91.4,2,B,1
STU-0229,Mechanical Engineering,2.465,ME401,Finite Element Methods,200,7.71,1,54.7,3,F,0
STU-0450,Mining Engineering,2.735,MN301,Rock Mechanics,300,7.61,1,85.1,3,F,0
STU-0193,Mining Engineering,2.928,MN401,Mine Planning,400,7.66,2,90.6,3,D,1
STU-0494,Electrical Engineering,3.225,EE401,Renewable Energy,400,7.31,1,49.1,3,B,1
STU-0430,Mining Engineering,2.271,MN401,Mine Planning,400,7.44,1,85.0,3,F,0
STU-0592,Geological Engineering,2.986,GL201,Structural Geology,400,6.75,1,80.7,3,D,1
STU-0035,Geological Engineering,2.866,GL301,Hydrogeology,300,6.35,2,63.1,3,C,1
STU-0164,Electrical Engineering,2.337,EE301,Power Systems I,200,7.79,1,87.0,3,F,0
STU-0084,Mining Engineering,2.405,GL201,Structural Geology,200,6.73,1,100.0,3,A,1
STU-0356,Mechanical Engineering,3.51,ME401,Finite Element Methods,400,7.78,1,89.6,3,A,1
STU-0013,Mechanical Engineering,2.34,ME401,Finite Element Methods,400,8.18,1,93.1,3,F,0
STU-0400,Mining Engineering,2.987,MN401,Mine Planning,200,7.33,1,98.9,3,A,1
STU-0538,Mechanical Engineering,2.456,ME301,Machine Design,400,7.92,1,79.9,3,F,0
STU-0453,Mining Engineering,2.401,MN401,Mine Planning,200,8.03,1,85.8,3,D,1
STU-0070,Mechanical Engineering,2.803,ME401,Finite Element Methods,200,8.12,1,97.3,3,F,0
STU-0114,Mining Engineering,1.969,MN401,Mine Planning,200,8.02,1,98.7,3,B,1
STU-0585,Mining Engineering,2.546,MN401,Mine Planning,200,7.67,1,82.9,3,F,0
STU-0230,Electrical Engineering,2.586,EE301,Power Systems I,300,7.93,1,81.2,3,C,1
STU-0544,Mechanical Engineering,2.108,ME201,Thermodynamics I,400,7.08,1,76.4,3,F,0
STU-0353,Geological Engineering,1.5,GL201,Structural Geology,300,6.75,1,95.5,3,F,0
STU-0544,Mechanical Engineering,2.61,ME401,Finite Element Methods,400,7.76,1,85.7,3,D,1
STU-0281,Electrical Engineering,2.682,EE301,Power Systems I,200,7.22,1,71.6,3,C,1
STU-0057,Geological Engineering,3.389,GL401,Engineering Geology,300,6.92,1,73.5,3,A,1
STU-0061,Mining Engineering,1.729,ME401,Finite Element Methods,300,7.88,1,77.1,3,F,0
STU-0129,Mechanical Engineering,2.514,ME401,Finite Element Methods,300,7.97,1,70.5,3,F,0
STU-0548,Electrical Engineering,2.865,EE301,Power Systems I,300,7.82,2,74.2,3,C,1
STU-0439,Geological Engineering,2.331,GL201,Structural Geology,400,6.81,1,100.0,3,C,1
STU-0276,Geological Engineering,2.974,GL201,Structural Geology,400,7.13,1,68.5,3,A,1
STU-0319,Geological Engineering,2.49,GL401,Engineering Geology,400,7.42,1,61.5,3,F,0
STU-0455,Electrical Engineering,3.217,EE401,Renewable Energy,400,6.91,2,79.7,3,A,1
STU-0536,Electrical Engineering,3.184,EE401,Renewable Energy,300,6.59,1,85.3,3,A,1
STU-0094,Geological Engineering,2.756,GL301,Hydrogeology,300,7.6,1,88.7,3,A,1
STU-0576,Mechanical Engineering,2.824,ME201,Thermodynamics I,400,6.99,3,76.1,3,F,0
STU-0473,Geological Engineering,3.128,GL201,Structural Geology,200,6.78,1,87.2,3,A,1
STU-0431,Mining Engineering,2.781,MN201,Introduction to Mining,200,6.25,1,92.7,2,B,1
STU-0420,Mining Engineering,3.029,MN201,Introduction to Mining,200,6.39,2,80.7,2,C,1
STU-0477,Electrical Engineering,2.452,EE401,Renewable Energy,200,6.87,2,67.5,3,D,1
STU-0474,Geological Engineering,2.716,GL401,Engineering Geology,200,6.98,1,68.3,3,D,1
STU-0067,Mining Engineering,2.63,MN201,Introduction to Mining,200,6.28,1,94.1,2,A,1
STU-0293,Mining Engineering,2.549,MN201,Introduction to Mining,300,5.74,1,100.0,2,A,1
STU-0498,Geological Engineering,2.723,GL201,Structural Geology,200,6.52,1,100.0,3,A,1
STU-0105,Mechanical Engineering,2.888,ME301,Machine Design,300,8.11,1,78.9,3,A,1
STU-0567,Mechanical Engineering,2.886,ME301,Machine Design,300,7.68,2,66.6,3,D,1
STU-0505,Mining Engineering,3.013,MN201,Introduction to Mining,200,6.33,1,59.7,2,F,0
STU-0175,Electrical Engineering,2.69,EE301,Power Systems I,300,7.44,1,92.9,3,F,0
STU-0260,Electrical Engineering,2.047,EE301,Power Systems I,300,7.59,1,93.6,3,D,1
STU-0329,Mining Engineering,2.888,MN401,Mine Planning,300,7.28,1,97.4,3,A,1
STU-0232,Geological Engineering,2.52,GL201,Structural Geology,300,6.36,1,61.3,3,C,1
STU-0020,Geological Engineering,3.067,GL301,Hydrogeology,400,7.27,1,76.7,3,A,1
STU-0511,Mining Engineering,2.119,MN301,Rock Mechanics,200,7.47,1,83.4,3,F,0
STU-0392,Geological Engineering,2.673,GL401,Engineering Geology,300,7.86,1,88.7,3,D,1
STU-0594,Electrical Engineering,2.765,EE301,Power Systems I,400,6.84,1,82.5,3,B,1
STU-0274,Geological Engineering,3.312,GL201,Structural Geology,200,6.93,1,86.0,3,D,1
STU-0387,Mining Engineering,1.967,MN401,Mine Planning,200,8.29,1,74.0,3,D,1
STU-0294,Mechanical Engineering,2.356,ME301,Machine Design,300,7.61,1,99.1,3,F,0
STU-0038,Electrical Engineering,2.284,EE301,Power Systems I,200,7.24,1,89.6,3,C,1
STU-0076,Electrical Engineering,2.759,EE201,Circuit Theory II,200,7.15,1,82.1,3,D,1
STU-0213,Electrical Engineering,3.004,EE201,Circuit Theory II,300,6.62,1,92.7,3,A,1
STU-0408,Mining Engineering,2.608,MN401,Mine Planning,200,7.19,1,89.9,3,B,1
STU-0477,Mechanical Engineering,3.305,ME201,Thermodynamics I,200,7.07,1,74.7,3,A,1
STU-0510,Electrical Engineering,2.194,EE401,Renewable Energy,300,6.87,2,95.9,3,D,1
STU-0472,Electrical Engineering,3.259,EE201,Circuit Theory II,200,7.07,1,100.0,3,A,1
STU-0543,Geological Engineering,3.415,GL201,Structural Geology,200,7.96,1,73.9,3,A,1
STU-0554,Mining Engineering,3.051,MN201,Introduction to Mining,300,6.24,1,92.8,2,A,1
STU-0582,Electrical Engineering,3.25,EE201,Circuit Theory II,300,6.55,1,74.2,3,F,0
STU-0594,Geological Engineering,3.838,GL201,Structural Geology,200,7.24,2,99.5,3,A,1
STU-0128,Electrical Engineering,3.053,EE201,Circuit Theory II,200,7.33,1,100.0,3,A,1
STU-0064,Electrical Engineering,2.706,EE201,Circuit Theory II,300,6.86,1,63.9,3,B,1
STU-0481,Geological Engineering,2.087,GL201,Structural Geology,300,6.65,1,86.2,3,D,1
STU-0568,Mechanical Engineering,2.797,ME201,Thermodynamics I,300,7.1,1,74.6,3,B,1
STU-0135,Mechanical Engineering,2.925,ME301,Machine Design,200,8.0,1,74.4,3,B,1
STU-0012,Mechanical Engineering,3.546,ME301,Machine Design,200,7.48,1,88.2,3,A,1
STU-0575,Electrical Engineering,2.708,EE401,Renewable Energy,200,7.29,1,96.3,3,A,1
STU-0176,Mining Engineering,2.638,MN401,Mine Planning,200,7.74,1,100.0,3,B,1
STU-0418,Mining Engineering,2.904,MN301,Rock Mechanics,400,7.75,1,83.9,3,B,1
STU-0354,Mining Engineering,3.091,MN301,Rock Mechanics,300,7.22,1,84.6,3,F,0
STU-0337,Geological Engineering,2.556,GL401,Engineering Geology,200,7.21,1,84.9,3,F,0
STU-0375,Electrical Engineering,2.634,EE301,Power Systems I,300,7.22,1,74.1,3,B,1
STU-0333,Mining Engineering,2.118,MN401,Mine Planning,400,8.02,1,78.4,3,F,0
STU-0162,Mechanical Engineering,2.72,ME401,Finite Element Methods,400,8.46,1,96.7,3,B,1
STU-0039,Electrical Engineering,2.722,EE201,Circuit Theory II,300,6.64,1,61.3,3,B,1
STU-0053,Mechanical Engineering,2.609,ME301,Machine Design,300,7.0,1,88.1,3,D,1
STU-0180,Mining Engineering,2.541,MN201,Introduction to Mining,400,6.48,1,100.0,2,B,1
STU-0347,Mechanical Engineering,2.299,ME201,Thermodynamics I,200,7.2,1,71.9,3,D,1
STU-0314,Mining Engineering,3.71,MN301,Rock Mechanics,300,7.38,1,87.9,3,A,1
STU-0397,Electrical Engineering,3.01,EE401,Renewable Energy,200,7.23,1,68.8,3,D,1
STU-0541,Mechanical Engineering,2.985,ME201,Thermodynamics I,200,7.08,1,88.0,3,A,1
STU-0301,Electrical Engineering,2.986,EE201,Circuit Theory II,300,6.55,1,49.6,3,B,1
STU-0296,Electrical Engineering,2.565,EE401,Renewable Energy,200,7.39,1,70.9,3,D,1
STU-0114,Geological Engineering,3.063,GL401,Engineering Geology,300,7.12,1,86.0,3,A,1
STU-0245,Mining Engineering,2.951,MN401,Mine Planning,400,7.49,1,100.0,3,A,1
STU-0401,Mechanical Engineering,2.356,ME401,Finite Element Methods,300,8.45,1,91.0,3,C,1
STU-0201,Geological Engineering,2.285,GL201,Structural Geology,200,7.0,1,73.7,3,C,1
STU-0562,Mining Engineering,2.531,MN201,Introduction to Mining,300,6.59,1,97.0,2,B,1
STU-0240,Mining Engineering,2.53,MN201,Introduction to Mining,300,5.96,1,86.6,2,F,0
STU-0571,Geological Engineering,2.925,GL401,Engineering Geology,300,7.26,1,68.2,3,B,1
STU-0002,Mechanical Engineering,2.292,MN301,Rock Mechanics,400,7.06,3,95.6,3,F,0
STU-0266,Mechanical Engineering,2.771,ME401,Finite Element Methods,300,7.88,1,71.8,3,B,1
STU-0120,Mechanical Engineering,3.186,ME301,Machine Design,300,7.95,1,91.1,3,A,1
STU-0130,Mining Engineering,2.007,MN401,Mine Planning,300,7.4,1,77.0,3,F,0
STU-0483,Electrical Engineering,3.129,EE201,Circuit Theory II,400,7.07,1,80.4,3,F,0
STU-0148,Mining Engineering,2.312,MN401,Mine Planning,400,8.05,1,100.0,3,D,1
STU-0467,Electrical Engineering,1.994,EE201,Circuit Theory II,300,6.48,1,89.4,3,D,1
STU-0150,Electrical Engineering,2.495,EE401,Renewable Energy,300,7.25,1,94.7,3,F,0
STU-0385,Mining Engineering,2.972,MN201,Introduction to Mining,400,6.29,1,65.9,2,A,1
STU-0573,Mining Engineering,3.311,MN201,Introduction to Mining,200,6.66,1,61.6,2,A,1
STU-0508,Geological Engineering,3.465,GL201,Structural Geology,300,6.85,2,100.0,3,A,1
STU-0358,Geological Engineering,2.349,GL401,Engineering Geology,400,7.8,1,77.2,3,F,0
STU-0563,Mechanical Engineering,3.684,ME401,Finite Element Methods,300,7.11,1,75.0,3,A,1
STU-0439,Mining Engineering,2.916,MN201,Introduction to Mining,400,6.74,1,92.8,2,A,1
STU-0474,Mining Engineering,2.769,MN201,Introduction to Mining,400,6.4,1,65.1,2,B,1
STU-0144,Mechanical Engineering,1.5,ME301,Machine Design,300,7.6,2,58.9,3,F,0
STU-0034,Mechanical Engineering,2.809,ME201,Thermodynamics I,400,6.44,1,76.9,3,A,1
STU-0319,Mining Engineering,2.751,MN201,Introduction to Mining,300,6.26,1,82.0,2,F,0
STU-0181,Mining Engineering,2.804,MN401,Mine Planning,200,7.6,1,72.6,3,F,0
STU-0483,Mechanical Engineering,2.905,ME301,Machine Design,300,7.43,1,92.9,3,F,0
STU-0542,Geological Engineering,2.567,GL201,Structural Geology,200,6.39,1,97.7,3,A,1
STU-0069,Mechanical Engineering,2.185,ME301,Machine Design,200,7.54,1,98.6,3,C,1
STU-0286,Mining Engineering,2.551,MN401,Mine Planning,400,7.81,3,70.1,3,F,0
STU-0343,Mining Engineering,3.679,MN401,Mine Planning,200,7.78,1,92.0,3,A,1
STU-0365,Geological Engineering,2.338,GL301,Hydrogeology,200,6.73,2,94.7,3,F,0
STU-0058,Mechanical Engineering,2.947,ME301,Machine Design,200,7.25,1,66.2,3,B,1
STU-0599,Mining Engineering,2.47,MN401,Mine Planning,400,7.84,1,74.2,3,F,0
STU-0150,Electrical Engineering,2.674,EE201,Circuit Theory II,200,6.89,1,80.9,3,B,1
STU-0328,Electrical Engineering,2.972,EE201,Circuit Theory II,300,7.58,1,63.5,3,D,1
STU-0279,Electrical Engineering,2.496,EE401,Renewable Energy,400,6.58,1,99.7,3,F,0
STU-0077,Geological Engineering,3.508,GL301,Hydrogeology,300,7.05,1,78.1,3,A,1
STU-0093,Electrical Engineering,3.158,EE401,Renewable Energy,400,7.05,2,70.4,3,D,1
STU-0382,Mining Engineering,2.314,MN401,Mine Planning,200,7.97,1,74.2,3,D,1
STU-0376,Geological Engineering,2.058,GL301,Hydrogeology,300,7.0,1,75.8,3,F,0
STU-0269,Mining Engineering,2.825,MN201,Introduction to Mining,300,5.84,1,54.9,2,A,1
STU-0532,Electrical Engineering,2.904,EE201,Circuit Theory II,400,6.87,1,100.0,3,A,1
STU-0360,Mining Engineering,2.916,ME401,Finite Element Methods,200,8.24,1,56.9,3,D,1
STU-0346,Mechanical Engineering,2.508,ME401,Finite Element Methods,300,8.18,1,80.1,3,A,1
STU-0113,Geological Engineering,2.462,GL401,Engineering Geology,200,6.88,2,77.3,3,F,0
STU-0390,Mechanical Engineering,3.033,ME401,Finite Element Methods,300,8.28,1,100.0,3,B,1
STU-0185,Mining Engineering,2.455,MN301,Rock Mechanics,400,7.39,1,99.2,3,C,1
STU-0538,Geological Engineering,2.792,GL401,Engineering Geology,400,8.03,1,78.4,3,B,1
STU-0349,Electrical Engineering,2.767,EE301,Power Systems I,200,7.64,2,90.9,3,B,1
STU-0582,Mining Engineering,3.362,MN401,Mine Planning,200,7.52,1,97.0,3,A,1
STU-0375,Mechanical Engineering,3.198,ME201,Thermodynamics I,200,7.78,2,82.3,3,B,1
STU-0018,Electrical Engineering,3.165,EE201,Circuit Theory II,400,7.16,1,73.8,3,F,0
STU-0139,Geological Engineering,2.918,GL401,Engineering Geology,200,7.23,1,88.4,3,A,1
STU-0329,Mining Engineering,2.831,MN401,Mine Planning,200,8.29,1,73.0,3,B,1
STU-0143,Geological Engineering,1.871,GL301,Hydrogeology,200,6.83,1,75.5,3,F,0
STU-0373,Electrical Engineering,3.265,EE401,Renewable Energy,400,6.8,1,82.2,3,A,1
